Customer_ID,Age,Gender,Phone No,Email,Location,Date,Flight ID,Preferred_Travel_Class,Booking_Channel,Destination_Type,Booking_Frequency,Distance,Miles_Accrued,Loyalty_Tier,Flight_Cancellations,Price_of_Ticket,Tenure,Revenue_Contribution,Ancillary_Purchases,Discount_Usage,Offer,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,AVG_INTERVAL time,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Complaints_Frequency,NPS,Recency
2612,36,Female,001-920-726-5647,marcnguyen@example.org,Canada,07-01-2024,CA6733,Economy,Mobile App,International,10,3302,690,Bronze,0,387.65,2,8707.23,3,49,Free Upgrade,2,5,5,2,1,4,5,4,2,3,3,4,8,1,84,17,3,1,349
2613,71,Female,8056327329,rmoses@example.com,Canada,11-04-2024,CA1336,First Class,Online,Domestic,6,7881,3464,Silver,5,515.16,1,776.37,5,39,Lounge Access,3,3,4,4,5,2,3,3,2,2,3,1,1,3,30,70,4,8,173
2614,50,Male,-5998,natalieclements@example.org,Germany,24-08-2024,GE4683,First Class,Mobile App,International,8,7387,1200,Silver,0,1119.4,4,1578.24,3,18,Lounge Access,1,3,2,3,5,2,2,5,3,4,4,4,10,2,83,3,4,1,224
2615,28,Female,-10352,robert32@example.net,UK,21-10-2024,UK4739,First Class,Agent,Domestic,5,5372,5351,Platinum,0,1149.92,9,3990.07,3,10,Discount,3,4,3,4,2,2,4,2,1,3,2,5,14,4,52,83,0,1,261
2616,71,Male,(944)431-1007x10647,whitney64@example.org,Australia,23-08-2024,AU5786,Business,Online,International,9,9394,320,Silver,2,1149.62,10,5013.9,3,9,Free Upgrade,4,4,5,2,1,3,4,2,2,1,1,2,12,4,26,86,0,8,50
2617,71,Male,(648)611-0846x822,callahandon@example.com,Germany,07-10-2024,GE7188,Business,Agent,International,2,8422,1150,Bronze,2,656.84,1,3075.8,0,43,Free Upgrade,1,5,5,5,2,5,5,5,1,3,2,2,30,2,63,45,4,6,38
2618,59,Female,478.887.4078,qsims@example.com,Japan,09-06-2024,JA2082,Business,Mobile App,Domestic,3,7652,220,Platinum,4,253.67,10,746.65,1,29,No Offer,2,4,4,5,1,3,5,1,2,5,1,1,4,5,78,23,5,10,95
2619,51,Male,808.578.7119x03872,fvillegas@example.net,Canada,08-03-2024,CA6794,First Class,Agent,International,1,5051,5181,Silver,3,1095.63,7,1363.03,1,44,No Offer,4,4,5,4,3,4,1,1,2,2,2,4,13,4,52,105,4,9,287
2620,74,Female,3374188602,markbarr@example.org,Canada,28-11-2024,CA9828,First Class,Online,International,10,8476,1845,Silver,0,472.83,3,4327.38,4,30,Lounge Access,5,1,2,3,2,5,1,2,2,5,2,3,1,3,0,117,3,6,181
2621,69,Female,(451)964-1339x227,timothy96@example.org,France,24-10-2024,FR2015,Business,Phone,Domestic,10,1775,992,Gold,4,590.24,1,10253.04,3,15,No Offer,4,4,4,4,5,2,2,1,1,2,2,1,17,3,97,120,0,2,205
2622,33,Male,8139167617,johnsontammy@example.com,Canada,19-08-2024,CA2797,Economy,Agent,Domestic,9,4115,150,Silver,0,1004.57,2,3013.05,2,47,Discount,5,1,3,4,2,5,5,3,2,2,2,5,21,5,21,96,1,6,225
2623,64,Female,8539914772,jamesreed@example.com,Japan,29-05-2024,JA5593,Business,Phone,International,4,8038,5479,Platinum,1,1298.03,4,18395.4,5,19,No Offer,5,3,2,1,2,4,5,5,5,5,3,4,15,5,16,0,5,8,171
2624,71,Male,001-872-519-9789x52422,leslie96@example.net,UK,18-06-2024,UK2424,Economy,Mobile App,International,6,9990,1102,Silver,2,296.3,1,10453.28,4,38,Free Upgrade,2,5,4,4,1,5,4,3,4,2,4,1,10,4,32,32,0,7,310
2625,67,Male,7407874426,victoriapatel@example.net,India,05-07-2024,IN1668,First Class,Mobile App,Domestic,9,5416,1341,Platinum,4,1015.31,4,2619.7,5,1,No Offer,5,5,2,1,2,1,4,4,1,4,5,3,27,4,18,99,1,7,172
2626,53,Female,001-596-264-5969x234,brett57@example.org,Canada,06-12-2024,CA2626,Business,Mobile App,International,7,8228,273,Gold,0,487.44,3,345.06,0,9,Free Upgrade,4,3,1,2,5,1,3,1,5,4,1,2,12,3,17,87,3,1,93
2627,62,Male,435.596.4076x584,brian87@example.com,France,02-06-2024,FR7088,Economy,Mobile App,International,8,5214,2067,Gold,1,1390.24,9,10038.48,0,15,No Offer,2,3,3,5,1,5,5,5,1,4,4,5,12,5,12,0,3,8,33
2628,29,Male,326-478-0703,stevencolon@example.net,Australia,22-06-2024,AU4457,First Class,Mobile App,International,7,8493,2715,Bronze,3,978.11,4,7724.43,1,37,Free Upgrade,2,4,4,3,5,5,5,3,4,4,1,1,8,3,95,92,1,1,36
2629,67,Male,939-768-4214x739,powersmelissa@example.com,India,02-09-2024,IN7069,Economy,Agent,Domestic,4,446,2228,Platinum,3,1286.94,10,989.32,1,13,Discount,4,2,3,3,2,1,2,3,4,2,1,1,17,2,70,5,3,10,223
2630,68,Male,(345)274-1677x91495,micheal86@example.com,Germany,24-06-2024,GE9273,Business,Agent,Domestic,9,9953,1175,Bronze,4,1606.42,10,6095.52,2,32,Free Upgrade,4,3,2,4,1,4,3,3,3,1,3,2,5,5,35,115,5,3,275
2631,51,Female,708.960.5654,fmathews@example.net,Australia,06-10-2024,AU5578,Economy,Agent,Domestic,9,9419,1882,Silver,2,587.18,4,2122.89,5,0,Lounge Access,1,3,5,5,2,2,2,2,3,1,4,4,19,1,31,34,5,6,206
2632,47,Female,001-709-939-6327x759,jordanaaron@example.com,France,10-10-2024,FR9739,First Class,Mobile App,Domestic,2,7485,179,Silver,5,1765.45,5,4274.64,3,15,Lounge Access,2,5,2,1,4,3,4,4,3,4,5,2,22,3,38,38,4,10,153
2633,18,Female,(950)707-6981,lopezdavid@example.com,Germany,11-12-2024,GE4162,Business,Phone,Domestic,4,6886,9860,Bronze,3,869.82,6,11850.36,1,25,Lounge Access,3,5,3,1,1,1,1,2,1,5,1,1,17,2,91,40,5,6,290
2634,54,Male,715-905-2439x9765,michaelnguyen@example.org,Germany,02-11-2024,GE9113,First Class,Agent,Domestic,6,3593,1295,Platinum,0,315.59,8,7529.8,1,25,Discount,4,3,4,3,5,2,4,5,3,4,2,2,29,4,110,101,1,1,53
2635,52,Male,235-368-0624x70698,nicolemitchell@example.net,Canada,07-08-2024,CA1521,Business,Mobile App,Domestic,1,6231,383,Silver,5,180.77,4,3860.6,4,1,No Offer,2,2,4,4,1,5,4,5,2,3,2,5,2,1,35,67,1,10,261
2636,65,Female,+1-319-275-0577x6231,joanhill@example.net,India,08-03-2024,IN2965,Business,Mobile App,International,3,5730,1299,Bronze,3,1393.85,10,1485.05,0,47,Free Upgrade,1,1,4,4,3,2,1,5,2,3,5,3,23,3,109,105,3,10,325
2637,44,Male,8115652778,amy96@example.com,France,16-11-2024,FR6338,Economy,Agent,Domestic,1,4342,500,Gold,5,1782.42,2,7231.28,5,21,Discount,4,2,3,1,1,4,4,3,3,1,4,2,19,1,90,56,3,2,168
2638,59,Female,387.556.5421,jacobsdaniel@example.com,USA,02-12-2024,US9683,Economy,Phone,Domestic,8,3986,1234,Bronze,4,197.74,2,4331,4,27,Lounge Access,5,5,4,5,1,3,2,1,4,2,1,4,5,2,10,114,1,8,51
2639,39,Male,001-498-986-3656x21949,tiffanyfrancis@example.org,India,26-02-2024,IN4574,First Class,Agent,Domestic,2,2164,157,Bronze,3,1905.76,6,14063.49,4,33,Lounge Access,1,2,3,5,5,2,3,4,5,1,1,3,22,2,119,48,1,7,238
2640,28,Male,(851)440-8619x44598,micheledawson@example.org,Canada,15-05-2024,CA2792,Economy,Mobile App,International,1,2941,1724,Bronze,5,749.43,4,1305.22,1,1,Lounge Access,5,5,1,1,5,4,4,4,1,1,1,3,15,4,46,108,5,6,24
2641,42,Female,(689)753-3765,rdickerson@example.org,Australia,13-06-2024,AU8355,Economy,Agent,Domestic,9,9174,2530,Platinum,2,752.44,3,978.08,1,4,Lounge Access,4,1,3,1,2,5,5,2,1,4,4,4,28,3,111,60,0,9,140
2642,22,Male,614-948-3587x2413,michaelwarren@example.org,Australia,02-03-2024,AU1821,Business,Mobile App,Domestic,8,4387,2247,Gold,5,1504.35,5,1345.18,2,14,No Offer,2,3,2,5,1,2,2,1,2,5,5,1,23,3,90,115,1,9,226
2643,40,Female,371-783-7871x7363,katherine05@example.net,Canada,26-01-2024,CA5379,First Class,Mobile App,Domestic,9,9919,1344,Platinum,5,1081.95,9,2539.02,4,25,Lounge Access,5,2,3,4,5,3,3,3,3,2,2,5,21,4,99,103,0,1,129
2644,64,Female,+1-493-507-2383x93597,kimberlymyers@example.net,UK,16-07-2024,UK6141,Economy,Phone,International,7,778,7778,Bronze,5,368.5,10,3025.5,1,44,Lounge Access,3,5,1,2,1,2,2,3,2,4,5,1,21,4,12,120,1,7,189
2645,73,Male,7203082450,lawsonwilliam@example.net,India,29-04-2024,IN4161,First Class,Online,International,10,9931,2158,Bronze,5,719.4,7,12604.5,3,49,Free Upgrade,5,3,5,5,2,4,5,4,3,4,2,5,25,1,46,117,2,7,250
2646,79,Male,+1-425-200-9536x438,rebecca19@example.org,India,01-08-2024,IN8288,Economy,Mobile App,International,2,264,4515,Gold,4,758.19,4,457.58,1,21,No Offer,5,5,4,1,3,1,3,3,3,3,2,5,21,3,98,11,5,2,219
2647,79,Male,(420)366-5287x84857,vscott@example.net,Germany,05-11-2024,GE1486,Business,Phone,Domestic,5,9549,960,Gold,2,724.99,4,3395.9,5,35,Lounge Access,3,1,2,1,4,4,2,5,3,1,3,4,26,4,98,101,4,6,222
2648,64,Female,770.462.1459,anthonydaniels@example.net,Canada,17-07-2024,CA8635,First Class,Online,International,10,543,6058,Silver,4,1838.7,9,943.14,0,32,Free Upgrade,4,5,1,,2,3,1,1,1,2,1,1,23,2,9,115,4,7,163
2649,79,Female,001-719-378-6435x80681,olivercurtis@example.com,Germany,22-09-2024,GE2040,Business,Agent,Domestic,5,2384,3770,Bronze,0,132.29,2,7686.12,4,23,Free Upgrade,3,1,5,5,4,5,4,4,3,1,4,1,1,1,83,29,5,10,10
2650,55,Female,+1-876-503-0908x128,qyoung@example.net,Germany,19-02-2024,GE7904,Economy,Agent,Domestic,1,2970,5038,Silver,4,246.3,4,1737.58,4,41,Lounge Access,3,3,1,3,4,4,5,2,2,5,1,2,6,1,6,104,2,6,157
2651,28,Male,+1-772-369-0884x76914,courtney58@example.net,Germany,12-12-2024,GE6445,First Class,Phone,International,8,7834,7432,Gold,1,669.2,9,13902.2,3,33,Lounge Access,3,5,3,1,4,5,2,4,5,2,4,2,13,2,70,3,0,3,223
2652,39,Female,879-852-2032,torreskyle@example.net,USA,21-02-2024,US2879,Economy,Online,International,3,9970,3361,Gold,0,1477.97,6,6750.04,5,8,Lounge Access,4,1,4,2,2,2,5,5,2,1,3,4,16,2,4,17,0,8,65
2653,32,Female,(895)551-5793x28722,johnclark@example.com,USA,27-11-2024,US9702,First Class,Phone,International,4,4512,665,Bronze,4,164.54,10,6488.7,4,50,Lounge Access,5,3,4,4,1,5,5,5,1,2,4,4,25,5,105,13,5,6,67
2654,60,Male,(536)654-8707,xmorrison@example.org,France,04-04-2024,FR1805,Economy,Mobile App,Domestic,4,3941,3192,Gold,0,1214.61,7,580.89,4,23,Discount,2,5,5,2,4,4,4,4,4,4,4,4,2,5,52,17,0,1,21
2655,70,Female,227-464-5465,karlandrews@example.com,Germany,29-05-2024,GE1180,Business,Phone,International,4,4168,2847,Bronze,1,306.36,10,2146.6,4,34,Lounge Access,5,1,5,2,3,5,4,4,2,5,1,2,8,1,73,80,0,9,160
2656,27,Male,001-865-511-3842x98339,drewgill@example.net,Canada,26-09-2024,CA2587,First Class,Agent,Domestic,7,4694,698,Bronze,1,119,5,9969.6,0,28,Lounge Access,1,1,5,5,2,4,1,1,2,4,3,1,17,5,50,85,2,10,86
2657,31,Male,958.800.6514,jamesgarcia@example.net,USA,22-10-2024,US5292,First Class,Online,Domestic,5,6496,5306,Gold,4,132.51,7,5399.34,3,12,No Offer,1,5,2,5,4,5,1,3,2,2,4,2,24,4,15,119,3,5,202
2658,21,Female,325.967.7285,lisabowman@example.net,UK,02-09-2024,UK8144,First Class,Mobile App,Domestic,3,1916,1822,Platinum,5,992.3,8,6504.24,1,23,Discount,1,2,3,1,4,4,1,4,3,5,4,3,25,5,46,60,4,2,38
2659,73,Male,-6627,phillipsmargaret@example.net,France,30-08-2024,FR7558,First Class,Online,Domestic,3,9808,2046,Platinum,1,819.26,2,11115.23,5,25,No Offer,3,5,1,5,2,3,2,4,2,3,5,4,9,1,60,100,2,2,130
2660,32,Female,(327)639-2418x2580,rodriguezbrian@example.com,France,18-01-2024,FR4117,Economy,Mobile App,International,5,3060,2907,Silver,3,265.49,1,11498.94,0,42,Discount,3,1,1,2,5,1,5,2,5,4,5,3,4,1,48,96,0,1,340
2661,67,Female,(788)812-3083x41845,andrewweiss@example.org,UK,01-09-2024,UK3977,Economy,Mobile App,Domestic,10,9899,240,Silver,4,1141.59,7,9865.74,2,11,Lounge Access,5,1,5,5,3,5,1,1,3,5,4,3,24,1,93,106,4,9,324
2662,37,Female,+1-976-357-6854x241,curtiskim@example.org,France,27-04-2024,FR2968,Economy,Online,Domestic,5,5035,600,Silver,5,1129.18,9,9763.85,1,38,No Offer,3,3,1,1,2,2,5,3,1,1,3,3,10,4,10,104,1,1,272
2663,75,Male,831-636-5671,bjacobs@example.net,USA,20-07-2024,US8244,First Class,Online,International,4,6527,146,Platinum,3,1088.05,9,11078.34,0,11,Lounge Access,1,5,3,3,1,5,5,1,1,1,4,1,11,5,30,6,5,9,186
2664,63,Male,001-778-365-5872,danielswilliam@example.com,UK,30-10-2024,UK4682,Business,Mobile App,International,3,4942,1818,Silver,5,997.37,6,1622.96,0,42,No Offer,5,4,1,2,1,2,4,3,1,4,3,3,8,5,95,93,5,3,259
2665,57,Male,(415)806-6337x091,nelsontyler@example.com,Germany,05-05-2024,GE1539,Business,Mobile App,International,7,4857,2058,Platinum,4,1089.91,2,3713.67,4,42,Free Upgrade,2,2,4,5,4,4,5,4,3,1,2,4,1,3,50,106,1,2,226
2666,22,Female,923.639.6302x359,lthomas@example.org,Japan,27-06-2024,JA6408,Economy,Online,Domestic,5,4465,9514,Platinum,4,1343.99,4,2388.06,3,24,Free Upgrade,5,3,5,1,4,5,1,4,4,3,1,1,5,4,1,63,3,5,169
2667,80,Male,515-929-5435x7697,kaiserdanny@example.org,Germany,24-02-2024,GE2918,First Class,Agent,Domestic,6,6734,9451,Silver,1,794.47,10,2832,1,29,No Offer,5,4,2,5,4,3,4,2,5,2,,1,13,2,24,79,1,4,25
2668,28,Female,383-523-6528,kimberly00@example.org,France,26-06-2024,FR9750,First Class,Mobile App,Domestic,4,8610,732,Bronze,2,327.98,2,5832.33,1,0,Discount,3,2,2,4,1,5,5,2,5,4,5,2,24,3,55,26,1,4,192
2669,53,Male,001-821-736-1931x8630,tamarabates@example.net,Canada,04-05-2024,CA3191,Economy,Phone,Domestic,2,2558,3802,Bronze,5,1497.43,8,11146.2,5,43,Lounge Access,5,2,5,4,5,5,2,4,2,1,4,4,19,3,41,68,4,1,139
2670,67,Male,6292168316,christopher84@example.com,Canada,05-10-2024,CA4929,Business,Online,International,10,7747,1098,Bronze,0,1875.39,7,5280,3,28,Lounge Access,2,5,5,5,1,3,2,2,5,1,2,2,7,2,14,78,4,7,158
2671,63,Male,437-391-6251,lfranco@example.net,India,19-02-2024,IN4117,Business,Phone,Domestic,4,2184,1965,Platinum,5,806.81,6,720.1,1,46,Discount,2,1,4,5,3,3,2,2,4,3,3,3,18,1,102,9,3,1,261
2672,33,Female,561-476-3409x93943,amberroberts@example.net,Australia,01-08-2024,AU2661,Business,Phone,Domestic,4,889,508,Silver,4,1835.72,7,5210.4,3,43,Discount,2,1,1,1,5,3,3,1,1,1,2,2,28,5,49,112,0,6,101
2673,75,Female,277.290.6349x824,terry45@example.org,UK,14-07-2024,UK8201,First Class,Phone,International,7,6477,3133,Bronze,5,876.61,3,8150.5,1,45,Lounge Access,1,1,4,5,3,2,3,2,2,4,5,2,7,4,42,69,1,8,209
2674,39,Male,719-977-6495,christine99@example.org,Japan,07-12-2024,JA9899,First Class,Online,Domestic,9,2566,2047,Gold,5,1624.79,2,5826.42,3,39,Lounge Access,4,4,2,5,2,5,2,1,4,4,2,1,9,4,59,84,2,10,66
2675,74,Male,(979)842-6027x610,mvasquez@example.com,UK,09-04-2024,UK7749,Economy,Online,Domestic,6,5030,2859,Silver,0,689.08,10,6417.4,5,45,Discount,5,5,5,4,1,4,3,2,1,2,5,3,25,2,76,90,0,1,276
2676,58,Male,797.460.3228,kevinscott@example.net,Canada,06-12-2024,CA3720,Business,Online,International,4,7465,1077,Platinum,2,1783.67,9,1696.68,3,12,Discount,3,2,3,3,3,3,4,3,1,1,3,2,22,3,97,4,2,2,209
2677,58,Male,379-204-9163x47981,edward24@example.com,India,01-05-2024,IN7789,Business,Phone,Domestic,4,9863,1095,Bronze,2,1944.38,7,7787.88,3,49,No Offer,4,4,4,4,2,4,1,1,4,3,1,3,17,4,106,98,2,7,254
2678,33,Male,654-755-4003x959,nelsonmichael@example.org,Germany,27-06-2024,GE9571,Economy,Online,International,5,5955,3516,Bronze,4,110.69,8,16452.9,1,49,Lounge Access,3,3,4,3,2,2,2,2,4,4,3,2,30,4,50,11,4,5,20
2679,46,Male,(239)753-1961,oscott@example.org,USA,21-04-2024,US2186,First Class,Agent,Domestic,7,1004,1014,Gold,0,609.6,3,879.2,3,31,No Offer,4,4,4,5,5,3,5,4,3,4,2,4,12,4,73,101,4,6,4
2680,47,Male,267.964.4930x703,hinesevan@example.net,France,25-04-2024,FR8677,First Class,Mobile App,International,6,8737,398,Gold,1,122.5,2,2610.09,3,41,Free Upgrade,5,4,5,,3,5,1,1,5,1,5,3,14,5,108,111,2,3,148
2681,63,Female,(247)309-2547x32183,ushaw@example.org,France,05-07-2024,FR7446,Business,Phone,Domestic,3,9765,1844,Bronze,3,449.73,5,6049.88,1,14,Lounge Access,1,1,2,3,2,3,3,3,3,4,3,5,25,1,120,108,2,7,162
2682,55,Male,(692)822-5903,jedwards@example.net,Australia,01-03-2024,AU4123,Business,Mobile App,Domestic,10,3765,547,Gold,5,282.02,1,5894.2,0,15,No Offer,5,2,1,1,5,1,5,3,1,1,5,4,11,1,4,52,3,2,244
2683,77,Male,879-606-5481,michael70@example.org,Australia,25-02-2024,AU2372,Business,Mobile App,Domestic,8,6840,1512,Gold,1,1194.95,5,7597.4,5,37,No Offer,4,2,1,5,1,2,3,4,2,3,2,1,16,1,0,7,0,1,193
2684,25,Male,001-934-457-1643x6933,rebecca01@example.org,UK,16-09-2024,UK3721,Economy,Agent,Domestic,9,2049,2790,Silver,1,1523.71,9,671.1,1,27,Lounge Access,2,5,5,2,2,2,4,2,1,1,3,3,28,2,60,103,0,3,56
2685,68,Male,(461)460-2178x7066,alexanderwilson@example.org,UK,19-01-2024,UK1371,Economy,Agent,International,8,9838,389,Bronze,3,1900.34,10,9595.4,4,10,Free Upgrade,1,5,5,1,5,1,1,3,2,1,3,4,19,2,5,51,3,10,218
2686,26,Female,2076792233,rthomas@example.com,Japan,01-02-2024,JA4620,Economy,Mobile App,International,5,3301,249,Gold,4,184.86,8,1175.36,3,15,Lounge Access,4,5,2,5,1,5,3,4,3,3,5,5,19,5,1,36,1,9,143
2687,49,Male,(986)403-2464x7189,jenny98@example.com,Germany,24-10-2024,GE1998,First Class,Mobile App,Domestic,10,7682,367,Silver,5,277.75,1,7191,5,25,No Offer,3,3,5,4,2,3,1,2,4,3,5,2,15,4,56,62,2,4,71
2688,59,Male,694.577.5881x0681,scott70@example.org,USA,26-08-2024,US4750,First Class,Agent,International,2,9555,5775,Platinum,3,1977.34,10,19940.1,5,24,No Offer,2,3,1,5,5,1,1,3,4,3,2,5,9,1,5,5,4,8,63
2689,38,Female,357.949.6670,hrivas@example.org,Australia,11-05-2024,AU7631,Business,Phone,International,2,2462,2640,Platinum,3,1993.7,10,11775.96,5,50,Lounge Access,1,3,1,1,4,2,1,4,5,4,2,2,29,4,14,81,5,7,318
2690,48,Female,+1-735-404-6322x36112,angelamiller@example.org,Australia,27-08-2024,AU5913,Business,Phone,Domestic,6,7070,461,Silver,1,123.64,3,7402.76,0,4,Discount,2,2,3,3,4,2,5,1,2,5,3,4,30,5,41,67,0,9,10
2691,40,Male,001-721-539-4618x1635,douglasmiller@example.org,Canada,30-09-2024,CA9813,Economy,Phone,Domestic,3,446,6211,Bronze,5,249.5,3,1545.6,2,50,No Offer,4,5,2,3,4,5,4,1,4,4,1,5,2,2,109,70,5,9,20
2692,63,Male,5087786383,sherihughes@example.com,Canada,06-08-2024,CA7170,Business,Agent,Domestic,8,1420,1210,Bronze,2,915.91,6,1130.94,4,40,Free Upgrade,2,4,1,4,1,2,3,4,5,3,2,1,30,1,70,37,4,10,288
2693,70,Male,464-216-8688,cassandra71@example.com,India,30-08-2024,IN3008,Economy,Online,Domestic,2,341,2034,Silver,1,821.72,3,3251.4,0,50,Discount,1,2,5,2,4,2,3,4,5,3,4,1,10,3,77,69,2,10,126
2694,59,Female,(724)215-6002x89175,jserrano@example.com,Australia,30-05-2024,AU6322,Business,Mobile App,International,2,8080,1501,Platinum,1,1831.75,3,6381.44,3,24,Discount,1,4,5,1,3,1,4,2,3,2,5,4,25,1,60,41,1,7,316
2695,66,Male,-4585,gcoleman@example.net,USA,16-09-2024,US3013,First Class,Phone,Domestic,8,4746,2162,Silver,3,971.79,6,7447.15,3,11,Free Upgrade,5,5,5,5,4,1,2,3,1,5,2,5,24,5,63,21,0,6,309
2696,35,Male,596-548-0625,shelbylarsen@example.com,USA,13-10-2024,US8932,First Class,Agent,Domestic,2,572,6479,Platinum,3,1993.62,1,1647.15,5,50,Discount,4,1,1,4,2,1,3,3,2,1,2,3,7,3,81,90,0,3,337
2697,19,Female,001-823-712-1032x1892,mejiamichelle@example.com,India,28-09-2024,IN4051,Business,Online,International,1,9446,288,Platinum,3,1278.94,1,4271.01,4,8,No Offer,2,4,3,3,2,4,1,5,4,4,5,5,3,4,13,96,3,1,314
2698,59,Male,347-291-4758x217,qjames@example.net,India,25-01-2024,IN5633,Economy,Online,Domestic,3,9586,349,Gold,4,165.42,6,15270.96,3,18,No Offer,4,2,2,4,3,5,4,2,5,2,4,4,13,2,69,72,5,1,174
2699,64,Female,001-949-958-3570x041,sherismith@example.org,USA,31-10-2024,US3837,First Class,Online,International,1,7607,1985,Gold,3,1762.06,4,3671.48,4,36,Lounge Access,1,4,3,2,4,2,1,3,2,3,4,2,11,5,89,67,0,6,78
2700,36,Female,971-250-8303x54040,manuel71@example.com,Japan,20-11-2024,JA9493,First Class,Phone,International,3,2635,2414,Silver,3,1678.73,8,5702.83,1,21,Free Upgrade,5,5,4,2,4,3,3,4,4,1,3,4,17,5,45,107,5,5,168
2701,49,Female,873-870-2539x01974,justin09@example.com,Germany,16-04-2024,GE8728,Economy,Agent,Domestic,7,1805,219,Gold,2,1662.47,8,6883.9,5,24,Discount,4,1,5,4,2,1,5,3,3,2,3,1,27,5,34,53,3,1,269
2702,47,Male,551.533.4475,watsonlogan@example.org,USA,04-03-2024,US2644,Economy,Agent,International,2,369,243,Silver,1,209.28,9,13324.23,0,44,No Offer,2,3,3,5,1,1,5,3,2,2,1,2,5,4,32,115,1,8,45
2703,72,Male,7297935933,brendacamacho@example.net,France,16-08-2024,FR6085,First Class,Online,International,10,6875,4224,Gold,1,1015.64,10,1136.06,2,26,Free Upgrade,1,1,3,5,3,5,4,5,3,5,4,5,2,1,41,50,3,7,334
2704,80,Male,(638)944-8279x45132,mclaughlinroberto@example.org,Canada,02-06-2024,CA1729,Economy,Phone,Domestic,7,539,3918,Platinum,1,1215.68,3,8252.4,3,9,Lounge Access,1,1,4,3,2,3,2,2,3,4,5,5,7,3,51,20,4,4,184
2705,56,Male,431.619.7739x9287,knightchristopher@example.org,Canada,06-11-2024,CA1564,Economy,Mobile App,Domestic,6,9348,1986,Platinum,1,1952.94,3,11237.1,2,38,Lounge Access,3,3,2,3,1,3,5,2,1,4,1,5,4,2,56,16,4,1,45
2706,78,Female,683-340-4137,jim57@example.com,Canada,13-10-2024,CA3422,Business,Online,Domestic,8,2129,1976,Gold,0,1152.15,10,2308.8,5,41,Discount,5,3,3,2,5,3,5,3,5,4,5,2,1,2,116,115,0,2,18
2707,74,Female,001-839-639-6683x718,klinerichard@example.com,India,22-02-2024,IN1890,Economy,Mobile App,International,5,5215,7913,Gold,4,167.44,5,3597.75,5,15,Discount,3,2,4,2,2,5,3,2,4,4,1,4,12,2,36,113,5,4,76
2708,32,Male,520-701-0266x5639,latasha02@example.com,Australia,08-06-2024,AU7092,Business,Phone,Domestic,10,7085,932,Silver,4,1843.73,4,9749.44,5,26,Lounge Access,5,3,5,1,1,3,2,5,2,2,5,2,18,1,103,12,4,8,123
2709,55,Male,696-812-4701x6230,mendezdavid@example.net,Germany,01-06-2024,GE3980,First Class,Online,International,6,2998,1728,Gold,4,1517.79,1,2419.3,2,45,Discount,3,5,1,2,2,3,1,1,3,5,1,2,19,5,95,17,3,7,235
2710,63,Female,(200)244-3216x9847,luke79@example.org,Germany,27-11-2024,GE9192,First Class,Mobile App,International,4,7193,936,Bronze,0,949.17,5,5999.22,2,13,Discount,5,4,2,1,2,1,5,2,4,3,2,1,13,4,21,36,4,10,216
2711,46,Female,899.452.5581,anthony90@example.net,India,05-04-2024,IN6702,Economy,Online,Domestic,10,6688,1994,Bronze,3,1191.59,9,5327.4,5,34,Free Upgrade,4,4,4,2,3,2,4,3,1,5,1,1,25,4,76,31,5,6,349
2712,65,Male,(293)655-4025x056,aliciasanders@example.net,Australia,23-10-2024,AU1811,Business,Mobile App,Domestic,4,295,1779,Silver,0,1429.74,9,5393.16,5,39,Free Upgrade,1,3,5,2,3,2,2,5,3,4,1,3,20,5,6,2,3,4,111
2713,59,Female,(592)334-3516x23424,krussell@example.org,France,13-07-2024,FR2220,Economy,Online,Domestic,3,5725,28,Gold,1,1124.85,5,5133.7,3,35,Discount,2,1,1,4,2,2,2,5,4,2,3,3,1,5,31,5,4,6,234
2714,34,Male,(367)616-6999,zachary14@example.com,Germany,27-01-2024,GE4094,Business,Phone,International,1,5043,2818,Gold,0,1702.93,8,1316.52,5,34,Free Upgrade,4,5,4,4,5,2,3,4,4,5,4,1,25,1,39,104,1,3,21
2715,63,Male,788.286.3472x403,drew30@example.net,Germany,06-11-2024,GE5559,First Class,Mobile App,International,8,4028,1036,Bronze,2,710.25,7,13614.02,5,8,Discount,3,5,2,3,4,2,5,3,1,4,,3,26,1,6,7,3,7,195
2716,69,Female,280-851-0875x9166,annebell@example.net,UK,23-08-2024,UK7482,Economy,Agent,Domestic,7,2753,390,Platinum,3,930.37,1,728.33,2,21,Discount,3,1,4,3,5,2,2,1,4,1,2,4,4,2,80,67,2,8,230
2717,40,Female,439.301.7920,nunezdonald@example.com,Germany,02-07-2024,GE1451,Economy,Mobile App,International,9,3891,765,Platinum,2,922.71,7,1238.37,5,37,Discount,2,1,4,5,5,4,2,5,3,5,1,1,20,5,21,31,4,10,94
2718,73,Female,980.724.7158x10391,omiddleton@example.org,India,01-08-2024,IN7269,Economy,Phone,Domestic,2,1658,23,Gold,3,483.27,6,1541.83,3,7,Discount,1,4,5,1,3,2,5,4,3,2,1,4,3,2,73,1,5,1,1
